City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,qamdo,31.1667,97.2333,-2.47,83,100,1.09,CN,1711758131
277,tefe,-3.3542,-64.7114,28.06,94,0,1.03,BR,1711758056
278,kone,-21.0595,164.8658,27.67,49,0,3.74,NC,1711758132
279,yanykurgan,43.915,67.2481,4.0,71,64,5.3,KZ,1711758132
280,hadibu,12.65,54.0333,25.77,68,66,3.79,YE,1711758133
281,ponta delgada,37.7333,-25.6667,14.4,82,40,8.23,PT,1711758133
282,hengchun,22.0042,120.7439,25.31,72,100,1.42,TW,1711758134
283,beau vallon,-20.4189,57.6953,26.13,89,75,0.0,MU,1711758134
284,zambezi,-13.5432,23.1047,19.34,93,78,1.47,ZM,1711758135
285,panipat,29.3889,76.9681,22.16,53,60,2.78,IN,1711758135
286,zapala,-38.8992,-70.0544,14.93,22,48,2.62,AR,1711757967
287,saipan,15.1355,145.701,31.39,62,20,7.2,MP,1711758136
288,vicosa,-20.7539,-42.8819,21.42,95,100,1.1,BR,1711758111
289,luderitz,-26.6481,15.1594,16.13,86,4,2.09,NA,1711758137
290,cannonvale,-20.2833,148.7,27.66,59,98,8.22,AU,1711758137
291,kerikeri,-35.2268,173.9474,21.62,52,1,0.89,NZ,1711758080
292,dikwa,12.024,13.9165,30.81,25,21,2.32,NG,1711758138
293,barcelos,41.5388,-8.6151,11.03,93,100,3.4,PT,1711757912
294,wichita falls,33.9137,-98.4934,23.56,55,0,8.75,US,1711758139
295,ulverston,54.1959,-3.0963,8.71,92,42,5.56,GB,1711758139
296,i-n-salah,27.1935,2.4607,22.26,14,2,3.42,DZ,1711758140
297,ebon,4.582,168.6964,28.32,84,100,9.16,MH,1711758140
298,banting,2.8167,101.5,27.61,88,100,1.27,MY,1711758140
299,broome,42.2506,-75.833,3.83,68,100,4.63,US,1711758141
300,zhengzhou,34.7578,113.6486,17.27,30,100,6.82,CN,1711757976
301,itaituba,-4.2761,-55.9836,23.74,98,57,1.2,BR,1711757951
302,port lincoln,-34.7333,135.8667,20.9,56,0,2.6,AU,1711758141
303,manaure,11.7751,-72.4445,26.08,69,99,6.71,CO,1711758142
304,quimili,-27.6333,-62.4167,29.41,41,14,4.15,AR,1711758142
305,tobelo,1.7284,128.0095,27.87,81,76,1.56,ID,1711758028
306,buritis,-15.6178,-46.4233,24.09,83,100,0.8,BR,1711758143
307,coro,11.4045,-69.6734,25.15,71,79,4.51,VE,1711758143
308,pinckneyville,38.0803,-89.382,19.1,64,99,6.76,US,1711758058
309,tvarditsa,42.7,25.9,13.74,73,77,1.62,BG,1711758144
310,youkounkoun,12.5333,-13.1333,31.58,19,100,2.57,GN,1711758144
311,tynda,55.1667,124.7167,-13.44,78,100,5.43,RU,1711758145
312,sur,22.5667,59.5289,23.52,68,1,1.69,OM,1711758145
313,vadso,70.0744,29.7487,-4.91,80,16,5.14,NO,1711758145
314,havana,23.133,-82.383,23.24,68,20,5.66,CU,1711757916
315,barreirinha,-2.7933,-57.07,24.5,88,50,1.35,BR,1711758146
316,chazuta,-6.5742,-76.1367,26.47,90,90,0.6,PE,1711758146
317,constitucion,-35.3333,-72.4167,15.14,80,19,6.52,CL,1711757941
318,woolgoolga,-30.1106,153.2007,24.93,77,97,3.16,AU,1711758147
319,vieste,41.8825,16.175,14.9,77,50,5.61,IT,1711758147
320,safotu,-13.4513,-172.4018,28.82,76,99,2.01,WS,1711758147
321,al hada,21.3675,40.2869,13.66,75,66,1.89,SA,1711758147
322,pulandian,39.3953,121.9669,6.74,34,82,6.63,CN,1711758148
323,tondano,1.3038,124.9112,25.05,81,76,1.69,ID,1711758148
324,magadan,59.5667,150.8,-3.22,76,100,1.58,RU,1711757869
325,lamesa,32.7376,-101.951,24.18,11,100,7.55,US,1711758051
326,banda aceh,5.5577,95.3222,26.73,82,85,1.69,ID,1711758149
327,harstad,68.799,16.5293,-1.58,74,100,2.44,NO,1711758149
328,maralal,1.0968,36.698,16.05,87,59,1.87,KE,1711758149
329,kolonia town,6.964,158.206,31.06,74,100,6.69,FM,1711758149
330,cotonou,6.3654,2.4183,28.88,85,91,7.24,BJ,1711758150
331,katsuura,35.1333,140.3,18.6,58,0,9.08,JP,1711758150
332,vila velha,-20.3297,-40.2925,27.19,92,40,1.54,BR,1711757944
333,cova figueira,14.8905,-24.2934,19.08,76,28,7.25,CV,1711758151
334,kapuskasing,49.4169,-82.4331,-2.0,64,75,2.57,CA,1711758151
335,ghanzi,-21.5667,21.7833,22.28,56,98,2.95,BW,1711758151
336,malango,-2.9627,119.9001,23.04,88,74,0.18,ID,1711758152
337,lazaro cardenas,17.9583,-102.2,26.81,54,50,3.74,MX,1711758040
338,bandarbeyla,9.4942,50.8122,26.23,72,24,4.53,SO,1711758152
339,cidreira,-30.1811,-50.2056,19.94,89,67,4.41,BR,1711758152
340,ouadda,8.0777,22.4007,23.28,16,100,1.57,CF,1711758153
341,gadzhiyevo,69.2551,33.3362,-11.53,99,96,1.91,RU,1711758153
342,chernyshevskiy,63.0128,112.4714,-23.94,96,47,0.77,RU,1711758153
343,nampula,-15.1165,39.2666,22.97,88,75,4.12,MZ,1711758154
344,okha,53.5739,142.9478,0.03,98,100,10.49,RU,1711758154
345,chonchi,-42.6128,-73.8092,10.56,95,33,1.21,CL,1711757857
346,manokwari,-0.8667,134.0833,28.3,72,96,2.58,ID,1711758155
347,ystad,55.4297,13.8204,3.5,93,94,1.45,SE,1711758155
348,mayahi,13.9553,7.6712,28.22,8,27,3.88,NE,1711758156
349,kerouane,9.2667,-9.0167,26.65,65,76,1.54,GN,1711758156
350,bandiagara,14.3501,-3.6104,32.11,18,13,2.99,ML,1711758156
351,pokrovsk,48.282,37.1758,10.27,85,90,7.4,UA,1711758157
352,dul'durga,50.6761,113.5931,-9.72,41,0,4.03,RU,1711758157
353,whakatane,-37.9585,176.9854,17.65,67,40,4.02,NZ,1711758158
354,bubaque,11.2833,-15.8333,25.65,71,97,9.06,GW,1711758158
355,sinabang,2.4803,96.3801,26.17,85,100,1.56,ID,1711758159
356,santa terezinha,-29.9002,-50.0904,21.23,89,74,3.37,BR,1711758159
357,klyuchi,52.2667,79.1667,5.3,85,94,5.37,RU,1711758160
358,colares,38.7992,-9.4469,12.09,85,87,7.6,PT,1711758160
359,ugoofaaru,5.6667,73.0,28.92,75,15,3.96,MV,1711758161
360,yerofey pavlovich,53.9667,121.9667,-12.33,66,100,3.2,RU,1711758161
361,keuruu,62.2667,24.7,3.1,99,100,2.54,FI,1711758161
362,queenstown,-31.8976,26.8753,14.37,84,99,2.18,ZA,1711758162
363,grand-bassam,5.2118,-3.7388,28.98,90,100,1.66,CI,1711758162
364,nazyvayevsk,55.5698,71.3529,-0.25,98,100,1.43,RU,1711758096
365,sandnessjoen,66.0217,12.6316,1.29,77,100,6.8,NO,1711758163
366,cumana,10.4635,-64.1775,24.93,80,100,1.34,VE,1711758164
367,san rafael,-34.6177,-68.3301,27.91,36,0,3.51,AR,1711758038
368,yelizovo,53.1873,158.3805,0.08,43,0,1.0,RU,1711758164
369,iquique,-20.2208,-70.1431,21.02,82,32,2.04,CL,1711758060
370,burao,9.5221,45.5336,22.96,55,52,5.68,SO,1711758165
371,badger,64.8,-147.5333,5.95,37,20,3.09,US,1711757935
372,tafuna,-14.3358,-170.72,29.67,75,97,4.25,AS,1711758166
373,karachayevsk,43.774,41.9142,7.86,75,40,2.51,RU,1711758027
374,sept-iles,50.2001,-66.3821,5.24,95,100,3.09,CA,1711758159
375,tura,25.5198,90.2201,20.37,79,90,2.0,IN,1711758167
376,priozersk,61.0393,30.1291,4.49,84,100,2.9,RU,1711758167
377,mugia,43.1041,-9.2179,7.73,76,69,3.26,ES,1711758167
378,novoderevyankovskaya,46.3231,38.7472,9.28,86,64,7.47,RU,1711758029
379,rohnert park,38.3396,-122.7011,11.55,81,100,5.14,US,1711758112
380,sanctuary point,-35.1114,150.629,26.1,57,1,1.16,AU,1711758168
381,taoudenni,22.6783,-3.9836,25.7,14,48,3.92,ML,1711758169
382,anuradhapura,8.3565,80.4173,20.99,95,25,2.31,LK,1711758169
383,williamsport,41.2412,-77.0011,6.85,49,0,6.17,US,1711758170
384,ar rass,25.8694,43.4973,18.22,52,99,6.24,SA,1711757945
385,taroudant,30.4703,-8.877,13.64,74,28,5.53,MA,1711758170
386,gaigeturi,33.4644,126.3183,15.03,82,35,1.54,KR,1711758171
387,salalah,17.0151,54.0924,25.05,57,0,2.06,OM,1711758171
388,salinopolis,-0.6136,-47.3561,24.26,91,100,5.87,BR,1711758092
389,pacific grove,36.6177,-121.9166,10.82,88,100,6.26,US,1711758172
390,frenda,35.0654,1.0495,8.43,83,95,5.68,DZ,1711758172
391,yaren,-0.5472,166.916,28.42,81,83,6.69,NR,1711758172
392,lorengau,-2.0226,147.2712,29.5,72,100,2.89,PG,1711758173
393,brisas de zicatela,15.8369,-97.0419,27.29,78,0,2.57,MX,1711758173
394,zouerate,22.7187,-12.4521,19.24,50,0,5.91,MR,1711758173
395,ghadamis,30.1337,9.5007,22.35,10,0,4.12,LY,1711758174
396,lycksele,64.5954,18.6735,-2.07,93,40,2.57,SE,1711758174
397,praia da vitoria,38.7333,-27.0667,14.31,82,75,11.15,PT,1711758175
398,saint-laurent-du-maroni,5.5039,-54.0289,23.5,95,100,2.23,GF,1711758175
399,scarborough,54.2797,-0.4044,7.59,85,19,4.02,GB,1711757586
400,kurmuk,10.55,34.2833,26.67,14,55,1.87,SD,1711758175
401,quezon,7.7303,125.0989,27.39,61,4,2.41,PH,1711758176
402,poronaysk,49.2167,143.1167,0.17,100,99,1.82,RU,1711758176
403,celestun,20.8667,-90.4,24.77,57,0,8.32,MX,1711758176
404,codrington,-38.2667,141.9667,19.62,48,5,3.19,AU,1711758177
405,kievka,50.2619,71.5514,-0.22,92,86,4.69,KZ,1711758177
406,kudahuvadhoo,2.6708,72.8944,28.71,73,96,3.18,MV,1711758177
407,jamjamal,35.5365,44.8317,12.83,46,91,2.11,IQ,1711758177
408,marsa alam,25.0757,34.8918,23.12,50,0,3.94,EG,1711758178
409,la libertad,-2.2333,-80.9,24.46,79,79,2.57,EC,1711757980
410,mazamari,-11.3258,-74.5308,22.72,77,46,1.03,PE,1711758179
411,nyurba,63.2842,118.3319,-22.87,99,93,0.52,RU,1711758179
412,reggane,26.7158,0.1714,22.21,14,1,4.31,DZ,1711758179
413,changji,44.0167,87.3167,11.44,62,0,2.0,CN,1711758180
414,pontianak,-0.0333,109.3333,25.99,100,75,2.57,ID,1711758166
415,salekhard,66.53,66.6019,-11.71,96,100,2.79,RU,1711758180
416,lebu,-37.6167,-73.65,13.16,79,22,8.95,CL,1711758181
417,pampas,-12.4,-74.9,10.04,91,91,1.45,PE,1711758181
418,nishinoomote,30.7333,131.0,19.31,72,0,6.69,JP,1711758182
419,port macquarie,-31.4333,152.9167,22.38,77,80,0.91,AU,1711758071
420,vryburg,-26.9566,24.7284,17.43,41,0,1.64,ZA,1711758183
421,terenos,-20.4422,-54.8603,23.84,94,75,0.51,BR,1711758183
422,relizane,35.7373,0.556,14.63,60,94,4.25,DZ,1711758184
423,thetford-mines,46.0937,-71.3054,4.06,73,100,5.68,CA,1711758185
424,sambava,-14.2667,50.1667,24.11,93,100,1.37,MG,1711758185
425,vila do maio,15.1333,-23.2167,22.44,72,72,7.49,CV,1711758185
426,thouars,46.976,-0.2151,8.49,95,100,4.07,FR,1711758186
427,hammerfest,70.6634,23.6821,-3.75,80,100,2.57,NO,1711758186
428,port isabel,26.0734,-97.2086,24.05,72,20,8.75,US,1711758187
429,debipur,24.2333,88.6333,25.64,87,36,2.66,IN,1711758187
430,sangkhla buri,15.1555,98.4536,23.43,61,5,0.55,TH,1711758187
431,bonthe,7.5264,-12.505,26.24,76,98,2.44,SL,1711758188
432,piti village,13.4626,144.6933,30.49,71,75,6.69,GU,1711758188
433,churapcha,62.0025,132.4325,-20.09,89,85,3.45,RU,1711758189
434,dakhla,23.6848,-15.958,17.43,79,23,5.03,EH,1711758190
435,murakami,38.2333,139.4833,11.94,73,90,4.37,JP,1711758190
436,belyayevka,51.3974,56.4096,-7.94,96,21,1.38,RU,1711758190
437,shache,38.4167,77.2406,13.17,34,64,1.94,CN,1711758191
438,khandyga,62.6667,135.6,-16.62,94,98,1.75,RU,1711758191
439,oranjemund,-28.55,16.4333,15.74,93,2,1.4,NA,1711758191
440,hiratacho,35.4333,132.8167,15.01,47,20,1.54,JP,1711758192
441,revda,56.801,59.9303,-6.32,95,73,4.0,RU,1711758192
442,doksy,50.5647,14.6555,12.97,95,100,2.7,CZ,1711758192
443,tabas,33.5959,56.9244,12.96,44,0,1.31,IR,1711758193
444,kailua-kona,19.6406,-155.9956,26.98,84,100,5.66,US,1711758193
445,mount pearl,47.5166,-52.7813,11.19,96,100,6.17,CA,1711758000
446,kodinsk,58.6881,99.1844,-7.66,85,100,4.29,RU,1711758193
447,arzignano,45.5193,11.3386,14.16,88,90,0.89,IT,1711758184
448,oistins,13.0667,-59.5333,27.05,69,20,3.09,BB,1711758066
449,tejar,9.7462,-84.2337,23.3,76,19,0.39,CR,1711758195
450,aripuana,-9.1667,-60.6333,23.77,97,31,0.41,BR,1711758195
451,glendive,47.1053,-104.7125,0.42,86,100,4.63,US,1711758195
452,dipayal,29.2608,80.94,20.1,53,100,1.83,NP,1711758196
453,sao caetano de odivelas,-0.75,-48.02,24.67,96,100,3.76,BR,1711758196
454,meadow lakes,61.6247,-149.6011,4.95,59,100,5.14,US,1711758196
455,nova vicosa,-17.8919,-39.3719,26.38,88,67,3.18,BR,1711757978
456,bodaybo,57.8506,114.1933,-17.04,90,85,0.39,RU,1711758197
457,pangody,65.85,74.4859,-19.92,100,87,2.18,RU,1711758197
458,puerto san jose,13.9256,-90.8244,30.03,64,20,2.06,GT,1711758198
459,whistler,50.1164,-122.9695,9.66,71,40,0.0,CA,1711758060
460,tanquian de escobedo,21.6167,-98.6333,29.74,42,0,7.04,MX,1711758198
461,severo-yeniseyskiy,60.3725,93.0408,-6.9,87,99,5.81,RU,1711758198
462,palangkaraya,-2.2,113.8333,26.33,81,81,1.3,ID,1711758009
463,gilgit,35.9221,74.3087,10.36,85,99,1.11,PK,1711758199
464,aldinga beach,-35.2793,138.4604,30.62,36,18,1.08,AU,1711758199
465,al fulah,11.7329,28.3579,25.37,8,53,6.27,SD,1711758199
466,sisimiut,66.9395,-53.6735,-8.96,82,35,3.77,GL,1711758200
467,goundam,16.4145,-3.6708,31.3,17,94,4.23,ML,1711758200
468,areia branca,-4.9561,-37.1369,27.43,85,80,5.13,BR,1711758200
469,la passe,45.5549,-0.8967,8.32,95,100,4.22,FR,1711758201
470,kununurra,-15.7667,128.7333,30.99,74,80,2.06,AU,1711758201
471,garoowe,8.4054,48.4845,21.77,81,46,5.45,SO,1711758201
472,touros,-5.1989,-35.4608,27.48,84,53,3.27,BR,1711758201
473,ust'-ilimsk,58.0006,102.6619,-11.42,81,100,3.58,RU,1711758202
474,bad doberan,54.1071,11.9005,9.18,93,97,0.45,DE,1711758202
475,newman,37.3138,-121.0208,13.36,86,100,4.92,US,1711758171
476,taulaga,-11.0553,-171.0883,29.59,72,71,4.05,AS,1711758203
477,sumenep,-7.0167,113.8667,28.31,80,38,4.0,ID,1711758203
478,diego martin,10.7005,-61.5342,25.64,79,100,3.8,TT,1711758084
479,st. john's,47.5649,-52.7093,11.66,97,100,6.17,CA,1711757957
480,yarmouth,41.7057,-70.2286,9.26,64,0,4.92,US,1711758204
481,santana,-0.0583,-51.1817,26.1,89,100,1.54,BR,1711758204
482,buala,-8.145,159.5921,28.9,77,99,1.87,SB,1711758205
483,cockburn town,21.4612,-71.1419,23.98,78,75,6.17,TC,1711757977
484,doschatoye,55.3825,42.1072,3.11,99,100,2.79,RU,1711758206
485,taco pozo,-25.6167,-63.2833,28.72,44,66,1.92,AR,1711758206
486,puerto baquerizo moreno,-0.9,-89.6,25.81,79,52,3.34,EC,1711758009
487,gwadar,25.1216,62.3254,22.9,68,0,3.29,PK,1711758207
488,bac lieu,9.285,105.7244,28.38,75,49,5.07,VN,1711758208
489,tinogasta,-28.0632,-67.5649,27.24,45,90,1.76,AR,1711758046
490,yuzhno-kurilsk,44.0306,145.8556,6.32,79,78,7.32,RU,1711758208
491,aral,40.5156,81.2636,14.36,23,90,2.03,CN,1711758209
492,mata-utu,-13.2816,-176.1745,29.38,73,58,3.47,WF,1711758209
493,johi,26.6921,67.6133,23.65,48,0,3.86,PK,1711758210
494,serdar,38.9764,56.2757,11.22,39,1,3.01,TM,1711758210
495,senanga,-16.1167,23.2667,20.05,80,93,1.83,ZM,1711758210
496,trinidad,-14.8333,-64.9,25.12,88,96,1.62,BO,1711758211
497,nahiyat ash shinafiyah,31.5874,44.6602,22.68,32,100,2.77,IQ,1711758211
498,gobabis,-22.45,18.9667,20.51,62,75,3.79,NA,1711758212
499,donggang,28.9365,114.2259,19.23,75,99,0.94,CN,1711758212
500,point fortin,10.1833,-61.6833,27.72,75,100,7.6,TT,1711758212
501,qalat,32.1058,66.9083,9.87,75,39,5.72,AF,1711758213
502,kachug,53.9606,105.8817,-13.2,83,89,1.04,RU,1711758213
503,byron bay,-28.65,153.6167,24.84,70,76,4.68,AU,1711758213
504,priargunsk,50.3691,119.1012,-14.81,87,82,2.44,RU,1711758214
505,pandan,14.0453,124.1694,26.86,72,50,3.83,PH,1711758214
506,galliano,29.4422,-90.2992,20.0,52,0,1.54,US,1711758214
507,alvaraes,-3.2208,-64.8042,27.93,90,84,1.01,BR,1711757984
508,kitee,62.1,30.15,1.78,99,100,2.81,FI,1711758200
509,jalpa,21.6333,-102.9667,29.66,9,2,5.62,MX,1711758215
510,nizhniy odes,63.6445,54.856,0.31,98,100,3.79,RU,1711758216
511,new norfolk,-42.7826,147.0587,17.73,66,88,0.79,AU,1711758216
512,burang,30.25,81.1667,-4.33,88,100,0.59,CN,1711758216
513,yuzhno-sukhokumsk,44.6581,45.6436,8.09,74,100,4.57,RU,1711758217
514,fort st. john,56.2499,-120.8529,2.94,30,0,2.57,CA,1711758217
515,bidar,17.9,77.55,28.62,35,42,6.34,IN,1711758217
516,fuglafjordur,62.244,-6.814,6.26,92,97,7.32,FO,1711758218
517,metlili chaamba,32.2667,3.6333,19.52,11,0,1.54,DZ,1711758218
518,barrouallie,13.2333,-61.2667,25.79,83,40,0.0,VC,1711758218
519,san antonio de pale,-1.4014,5.6325,28.09,81,99,4.82,GQ,1711758219
520,sao gabriel da cachoeira,-0.1303,-67.0892,25.35,90,70,1.63,BR,1711758219
521,tuban,-6.8976,112.0649,26.78,87,15,2.79,ID,1711758220
522,la puebla de montalban,39.863,-4.3592,6.63,85,45,4.03,ES,1711758220
523,basco,20.4487,121.9702,27.04,86,100,5.71,PH,1711758220
524,ruskin,27.7209,-82.4332,21.99,54,0,4.63,US,1711758221
525,cam pha mines,21.0167,107.3,21.67,90,69,1.18,VN,1711758221
526,awjilah,29.1081,21.2869,17.51,29,0,1.0,LY,1711758222
527,quartu sant'elena,39.2419,9.1839,17.12,67,0,6.17,IT,1711758222
528,castillos,-34.1667,-53.8333,20.16,94,33,2.14,UY,1711758222
529,puerto quijarro,-17.7833,-57.7667,25.45,89,88,0.79,BO,1711758223
530,rikaze,29.25,88.8833,3.98,23,51,0.52,CN,1711758223
531,suoyarvi,62.0833,32.35,0.85,99,100,2.66,RU,1711758223
532,sarangani,5.4033,125.4636,27.62,78,8,9.71,PH,1711758224
533,yamada,39.4667,141.95,12.07,60,36,6.85,JP,1711758224
534,golyshmanovo,56.3979,68.3728,-6.69,93,100,5.45,RU,1711758224
535,gisborne,-38.6533,178.0042,14.32,77,80,7.26,NZ,1711758225
536,afaahiti,-17.75,-149.2833,30.93,76,96,7.55,PF,1711758225
537,murzuq,25.9155,13.9184,22.14,23,0,7.02,LY,1711758225
538,macusani,-14.0833,-70.4333,4.34,94,100,0.67,PE,1711758226
539,berezovyy,51.6667,135.7,0.98,88,100,1.04,RU,1711758226
540,saint augustine shores,29.8108,-81.3103,17.75,63,0,2.57,US,1711758226
541,tocopilla,-22.092,-70.1979,22.28,75,24,2.21,CL,1711758167
542,sabang,5.8933,95.3214,27.63,75,91,1.65,ID,1711758227
543,illizi,26.4833,8.4667,19.89,7,0,3.37,DZ,1711758227
544,san-pedro,4.7485,-6.6363,26.77,91,100,2.41,CI,1711758228
545,brookings,44.3114,-96.7984,6.0,79,75,4.12,US,1711758061
546,porto novo,6.4965,2.6036,28.55,84,100,5.08,BJ,1711758229
547,hafar al-batin,28.4328,45.9708,21.32,43,40,2.06,SA,1711758229
548,sorong,-0.8833,131.25,27.73,82,86,3.24,ID,1711758230
549,callao,-12.0667,-77.15,22.16,83,40,6.69,PE,1711758230
550,huarmey,-10.0681,-78.1522,23.49,84,51,3.93,PE,1711758231
551,jawf al maqbabah,13.8378,45.8349,21.49,71,62,1.77,YE,1711758231
552,paradip garh,20.3167,86.6167,25.76,81,1,3.49,IN,1711758232
553,monrovia,6.3005,-10.7969,25.87,90,88,2.33,LR,1711758232
